model,r2,r2_adj,coef_obesity,coef_smoking,p_obesity,p_smoking
linear,0.45777425017093454,0.43518151059472343,0.39803762072801635,0.42628226529119384,0.021348133700493974,0.08462726398423072
random_forest,0.89305179875803,,,,,
